date,county,latitude,longitude,weather_code,temperature_2m_max,temperature_2m_min,sunrise,sunset,uv_index_max,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max
2024-11-10 05:00:00+00:00,Hampshire,42.3389,-72.6417,55.0,13.9025,-3.7475002,0,0,2.9,75.0,19.110542,38.88
2024-11-11 05:00:00+00:00,Hampshire,42.3389,-72.6417,61.0,16.6525,8.5525,0,0,2.85,65.0,20.082708,41.760002
2024-11-12 05:00:00+00:00,Hampshire,42.3389,-72.6417,1.0,9.2895,0.23949999,0,0,3.1,9.0,24.40046,49.32
2024-11-13 05:00:00+00:00,Hampshire,42.3389,-72.6417,3.0,8.7395,-2.8105,0,0,3.1,0.0,11.269782,42.839996
2024-11-14 05:00:00+00:00,Hampshire,42.3389,-72.6417,3.0,6.3894997,-1.6105001,0,0,2.25,12.0,6.439876,11.879999
2024-11-15 05:00:00+00:00,Hampshire,42.3389,-72.6417,3.0,12.639501,-0.66050005,0,0,2.85,12.0,13.358861,42.839996
2024-11-16 05:00:00+00:00,Hampshire,42.3389,-72.6417,3.0,11.4895,5.5395,0,0,2.1,12.0,22.91026,45.719997
