county,latitude,longitude,temperature_2m,relative_humidity_2m,precipitation,weather_code,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m
Hampshire,42.3389,-72.6417,0,0,0,0,0,0,0,0
