date,county,latitude,longitude,weather_code,temperature_2m_max,temperature_2m_min,sunrise,sunset,uv_index_max,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max
2024-11-10 05:00:00+00:00,Norfolk,42.1621,-71.1912,61.0,14.8085,-3.4915,0,0,3.25,39.0,18.86139,39.6
2024-11-11 05:00:00+00:00,Norfolk,42.1621,-71.1912,55.0,17.6085,8.0585,0,0,2.2,65.0,21.892027,52.92
2024-11-12 05:00:00+00:00,Norfolk,42.1621,-71.1912,3.0,10.136001,1.936,0,0,3.15,8.0,26.121714,54.719997
2024-11-13 05:00:00+00:00,Norfolk,42.1621,-71.1912,2.0,6.436,-0.464,0,0,3.15,0.0,15.175612,35.28
2024-11-14 05:00:00+00:00,Norfolk,42.1621,-71.1912,3.0,6.5860004,0.63600004,0,0,2.2,10.0,11.246759,18.72
2024-11-15 05:00:00+00:00,Norfolk,42.1621,-71.1912,3.0,12.886001,-1.614,0,0,2.9,20.0,15.629972,39.239998
2024-11-16 05:00:00+00:00,Norfolk,42.1621,-71.1912,3.0,11.336,5.0360003,0,0,2.8,20.0,21.67487,44.639996
