county,latitude,longitude,temperature_2m,relative_humidity_2m,precipitation,weather_code,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m
Norfolk,42.1621,-71.1912,0,0,0,0,0,0,0,0
