county,latitude,longitude,temperature_2m,relative_humidity_2m,precipitation,weather_code,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m
Franklin,42.5795,-72.6151,0,0,0,0,0,0,0,0
