date,county,latitude,longitude,weather_code,temperature_2m_max,temperature_2m_min,sunrise,sunset,daylight_duration,sunshine_duration,uv_index_max,uv_index_clear_sky_max,precipitation_sum,rain_sum,showers_sum,snowfall_sum,precipitation_hours,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,Year
2023-01-23 05:00:00+00:00,Barnstable,41.7003,-70.3002,63.0,45.707,32.747,0,0,35021.414,0.0,0.6,2.9,1.0511811,1.0511811,0.0,0.0,14.0,,15.951864,31.318,2023
2023-01-24 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,39.137,31.397,0,0,35141.65,28349.688,2.95,2.95,0.0,0.0,0.0,0.0,0.0,,13.0783205,29.9758,2023
2023-01-25 05:00:00+00:00,Barnstable,41.7003,-70.3002,61.0,45.887,30.587,0,0,35264.57,4057.1238,2.1,3.0,0.14566928,0.14566928,0.0,0.0,6.0,,19.989569,45.1874,2023
2023-01-26 05:00:00+00:00,Barnstable,41.7003,-70.3002,65.0,52.547,35.807,0,0,35390.0,15196.879,3.1,3.1,1.9291339,1.9291339,0.0,0.0,8.0,,24.575459,56.1487,2023
2023-01-27 05:00:00+00:00,Barnstable,41.7003,-70.3002,0.0,40.487,31.307,0,0,35517.75,30717.734,3.05,3.05,0.0,0.0,0.0,0.0,0.0,,8.056306,31.7654,2023
2023-01-28 05:00:00+00:00,Barnstable,41.7003,-70.3002,2.0,48.136997,29.597,0,0,35647.65,27176.504,3.1,3.1,0.0,0.0,0.0,0.0,0.0,,15.153921,33.3313,2023
2023-01-29 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,50.027,33.647,0,0,35779.52,18611.227,2.65,3.15,0.0,0.0,0.0,0.0,0.0,,12.982312,32.8839,2023
2023-01-30 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,49.847,37.157,0,0,35913.19,29763.996,3.15,3.2,0.0,0.0,0.0,0.0,0.0,,8.503543,18.5671,2023
2023-01-31 05:00:00+00:00,Barnstable,41.7003,-70.3002,55.0,39.497,27.437,0,0,36048.504,5168.079,2.2,3.25,0.12992126,0.12992126,0.0,0.0,5.0,,12.285184,23.2648,2023
2023-02-01 05:00:00+00:00,Barnstable,41.7003,-70.3002,55.0,31.487,23.477,0,0,36185.29,17108.166,2.8,3.3,0.12598425,0.12598425,0.0,0.0,4.0,,11.04317,19.9093,2023
2023-02-02 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,32.927,19.787,0,0,36323.387,31094.512,3.2,3.35,0.0,0.0,0.0,0.0,0.0,,9.490787,29.9758,2023
2023-02-03 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,30.767,-0.102996826,0,0,36462.637,31162.398,3.4,3.4,0.0,0.0,0.0,0.0,0.0,,24.713533,48.5429,2023
2023-02-04 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,13.126999,-7.663002,0,0,36602.89,31106.117,3.2,3.2,0.0,0.0,0.0,0.0,0.0,,21.542671,40.9371,2023
2023-02-05 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,47.327,10.786999,0,0,36743.996,18000.0,3.0,3.35,0.0,0.0,0.0,0.0,0.0,,17.817532,37.581596,2023
2023-02-06 05:00:00+00:00,Barnstable,41.7003,-70.3002,45.0,44.357002,34.907,0,0,36885.797,0.0,1.8,3.4,0.0,0.0,0.0,0.0,0.0,,21.892906,42.2793,2023
2023-02-07 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,34.097,30.317,0,0,37028.67,0.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,,18.469818,34.0024,2023
2023-02-08 05:00:00+00:00,Barnstable,41.7003,-70.3002,55.0,47.417,34.997,0,0,37173.88,31520.773,3.55,3.55,0.08661418,0.08661418,0.0,0.0,2.0,,13.030405,28.8573,2023
2023-02-09 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,50.297,32.027,0,0,37321.336,17197.559,3.1,3.7,0.0,0.0,0.0,0.0,0.0,,16.36683,31.7654,2023
2023-02-10 05:00:00+00:00,Barnstable,41.7003,-70.3002,45.0,62.987,40.667,0,0,37470.863,31676.258,3.8,3.8,0.0,0.0,0.0,0.0,0.0,,14.872266,31.9891,2023
2023-02-11 05:00:00+00:00,Barnstable,41.7003,-70.3002,0.0,43.726997,31.757,0,0,37622.297,31756.742,3.7,3.7,0.0,0.0,0.0,0.0,0.0,,15.38334,37.1342,2023
2023-02-12 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,47.237,31.847,0,0,37775.46,30836.291,3.2,3.85,0.0,0.0,0.0,0.0,0.0,,10.377366,21.6989,2023
2023-02-13 05:00:00+00:00,Barnstable,41.7003,-70.3002,61.0,43.007,34.097,0,0,37930.2,0.0,2.25,3.85,0.2992126,0.2992126,0.0,0.0,7.0,,17.095129,36.0157,2023
2023-02-14 05:00:00+00:00,Barnstable,41.7003,-70.3002,51.0,46.157,33.017,0,0,38086.344,32600.72,3.85,3.85,0.0118110245,0.0118110245,0.0,0.0,1.0,,15.698895,34.2261,2023
2023-02-15 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,50.297,33.197,0,0,38243.75,10890.053,3.0,3.95,0.0,0.0,0.0,0.0,0.0,,17.178354,36.463097,2023
2023-02-16 05:00:00+00:00,Barnstable,41.7003,-70.3002,51.0,64.337,46.607,0,0,38402.25,28581.496,3.2,4.1,0.015748031,0.015748031,0.0,0.0,1.0,,10.629869,21.6989,2023
2023-02-17 05:00:00+00:00,Barnstable,41.7003,-70.3002,63.0,56.957,30.227,0,0,38561.695,0.0,1.95,4.15,0.2559055,0.2559055,0.0,0.0,5.0,,21.453053,40.266,2023
2023-02-18 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,34.457,24.557001,0,0,38721.95,30822.117,4.1,4.1,0.0,0.0,0.0,0.0,0.0,,19.67797,35.5683,2023
2023-02-19 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,45.707,31.037,0,0,38882.855,23921.133,3.35,4.15,0.0,0.0,0.0,0.0,0.0,,13.215351,25.949202,2023
2023-02-20 05:00:00+00:00,Barnstable,41.7003,-70.3002,65.0,52.997,42.017,0,0,39044.266,12342.973,3.65,4.15,0.92125976,0.92125976,0.0,0.0,4.0,,11.743717,31.9891,2023
2023-02-21 05:00:00+00:00,Barnstable,41.7003,-70.3002,61.0,41.747,36.617,0,0,39206.06,0.0,0.65,4.05,0.25984251,0.25984251,0.0,0.0,6.0,,12.497205,21.9226,2023
2023-02-22 05:00:00+00:00,Barnstable,41.7003,-70.3002,61.0,44.717,32.837,0,0,39368.074,19271.504,3.65,4.4,0.08267716,0.08267716,0.0,0.0,2.0,,11.55687,33.3313,2023
2023-02-23 05:00:00+00:00,Barnstable,41.7003,-70.3002,55.0,38.417,35.447,0,0,39530.19,0.0,0.95,4.4,0.22834647,0.22834647,0.0,0.0,7.0,,13.711551,27.067701,2023
2023-02-24 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,40.217,22.757,0,0,39692.273,28856.883,4.15,4.5,0.0,0.0,0.0,0.0,0.0,,19.933163,40.042297,2023
2023-02-25 05:00:00+00:00,Barnstable,41.7003,-70.3002,51.0,24.017,14.117001,0,0,39854.184,5881.3716,3.3,4.4,0.04330709,0.04330709,0.0,0.0,3.0,,14.395229,27.5151,2023
2023-02-26 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,35.447,15.646999,0,0,40015.793,10800.0,3.65,4.4,0.0,0.0,0.0,0.0,0.0,,12.559116,30.8706,2023
2023-02-27 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,33.377,27.347,0,0,40177.457,29461.94,4.5,4.55,0.0,0.0,0.0,0.0,0.0,,11.739455,25.949202,2023
2023-02-28 05:00:00+00:00,Barnstable,41.7003,-70.3002,61.0,37.157,28.967001,0,0,40340.4,0.0,1.25,4.7,0.6220472,0.6220472,0.0,0.0,16.0,,14.643382,35.792,2023
2023-03-01 05:00:00+00:00,Barnstable,41.7003,-70.3002,45.0,41.476997,32.477,0,0,40504.582,29776.105,4.5,4.75,0.0,0.0,0.0,0.0,0.0,,13.735253,22.1463,2023
2023-03-02 05:00:00+00:00,Barnstable,41.7003,-70.3002,51.0,49.217,37.067,0,0,40669.87,0.0,3.9,4.75,0.031496063,0.031496063,0.0,0.0,2.0,,15.868515,37.581596,2023
2023-03-03 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,41.567,33.467,0,0,40836.14,26768.814,4.6,4.7,0.0,0.0,0.0,0.0,0.0,,16.615656,42.503,2023
2023-03-04 05:00:00+00:00,Barnstable,41.7003,-70.3002,63.0,41.027,34.367,0,0,41003.27,0.0,0.6,4.8,0.7204724,0.7204724,0.0,0.0,15.0,,23.936945,55.253902,2023
2023-03-05 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,43.367,31.127,0,0,41171.137,15770.848,4.4,4.8,0.0,0.0,0.0,0.0,0.0,,12.908866,35.3446,2023
2023-03-06 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,47.686996,33.917,0,0,41339.617,37471.688,4.9,4.9,0.0,0.0,0.0,0.0,0.0,,15.375205,40.4897,2023
2023-03-07 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,39.137,31.217,0,0,41508.598,32400.0,4.7,4.75,0.0,0.0,0.0,0.0,0.0,,17.564367,34.0024,2023
2023-03-08 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,41.117,30.947,0,0,41677.95,0.0,3.1,4.85,0.0,0.0,0.0,0.0,0.0,,19.99958,35.3446,2023
2023-03-09 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,43.817,34.007,0,0,41847.574,28901.41,3.3,4.95,0.0,0.0,0.0,0.0,0.0,,15.311606,33.3313,2023
2023-03-10 05:00:00+00:00,Barnstable,41.7003,-70.3002,51.0,48.047,31.667,0,0,42017.34,37880.05,4.8,5.05,0.015748031,0.015748031,0.0,0.0,1.0,,11.546041,17.2249,2023
2023-03-11 05:00:00+00:00,Barnstable,41.7003,-70.3002,61.0,38.147,34.727,0,0,42187.14,0.0,2.2,5.0,0.31496057,0.31496057,0.0,0.0,12.0,,18.760149,36.463097,2023
2023-03-12 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,39.587,35.627,0,0,42356.855,0.0,5.15,5.2,0.0,0.0,0.0,0.0,0.0,,16.408054,30.1995,2023
2023-03-13 05:00:00+00:00,Barnstable,41.7003,-70.3002,51.0,44.177002,32.477,0,0,42526.38,8893.827,4.25,5.25,0.031496063,0.031496063,0.0,0.0,2.0,,16.5538,45.1874,2023
2023-03-14 05:00:00+00:00,Barnstable,41.7003,-70.3002,63.0,43.817,33.197,0,0,42695.598,0.0,0.55,5.2,1.3818896,1.3818896,0.0,0.0,19.0,,18.604795,47.648098,2023
2023-03-15 05:00:00+00:00,Barnstable,41.7003,-70.3002,61.0,40.847,33.017,0,0,42864.39,24198.186,5.4,5.4,0.08661417,0.08661417,0.0,0.0,3.0,,21.368912,46.977,2023
2023-03-16 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,50.297,32.657,0,0,43032.652,34894.84,5.45,5.45,0.0,0.0,0.0,0.0,0.0,,13.108896,34.0024,2023
2023-03-17 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,49.037,34.997,0,0,43200.266,4362.6,4.4,5.55,0.0,0.0,0.0,0.0,0.0,,14.409128,27.291399,2023
2023-03-18 05:00:00+00:00,Barnstable,41.7003,-70.3002,51.0,47.777,36.077,0,0,43367.117,420.3005,3.1,5.6,0.015748031,0.015748031,0.0,0.0,1.0,,12.174706,19.9093,2023
2023-03-19 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,40.757,30.767,0,0,43533.53,38796.77,5.75,5.75,0.0,0.0,0.0,0.0,0.0,,16.51294,31.5417,2023
2023-03-20 05:00:00+00:00,Barnstable,41.7003,-70.3002,0.0,45.707,30.407,0,0,43700.64,38897.4,5.8,5.8,0.0,0.0,0.0,0.0,0.0,,16.505362,27.5151,2023
2023-03-21 05:00:00+00:00,Barnstable,41.7003,-70.3002,0.0,56.327,32.927,0,0,43868.406,38998.688,5.7,5.7,0.0,0.0,0.0,0.0,0.0,,15.5531845,25.7255,2023
2023-03-22 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,52.636997,33.827,0,0,44036.734,34030.227,4.85,5.65,0.0,0.0,0.0,0.0,0.0,,10.5424185,17.4486,2023
2023-03-23 05:00:00+00:00,Barnstable,41.7003,-70.3002,53.0,55.156998,44.267,0,0,44205.51,6687.7295,4.6,5.85,0.04330709,0.04330709,0.0,0.0,2.0,,14.442083,28.186201,2023
2023-03-24 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,50.027,36.167,0,0,44374.645,31244.969,4.95,6.0,0.0,0.0,0.0,0.0,0.0,,13.341599,27.291399,2023
2023-03-25 05:00:00+00:00,Barnstable,41.7003,-70.3002,63.0,44.086998,33.197,0,0,44544.023,3408.2717,2.25,6.15,0.2992126,0.2992126,0.0,0.0,5.0,,16.949612,38.7001,2023
2023-03-26 05:00:00+00:00,Barnstable,41.7003,-70.3002,45.0,55.427,40.937,0,0,44713.543,28800.0,5.95,5.95,0.0,0.0,0.0,0.0,0.0,,13.919822,25.501799,2023
2023-03-27 05:00:00+00:00,Barnstable,41.7003,-70.3002,63.0,56.686996,33.197,0,0,44883.1,28800.0,5.95,6.0,0.27165353,0.27165353,0.0,0.0,4.0,,11.487382,15.4353,2023
2023-03-28 05:00:00+00:00,Barnstable,41.7003,-70.3002,61.0,41.567,33.287,0,0,45052.594,7200.0,2.45,5.9,0.2007874,0.2007874,0.0,0.0,6.0,,11.004585,17.896,2023
2023-03-29 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,46.607,32.567,0,0,45221.92,39600.0,5.9,5.9,0.0,0.0,0.0,0.0,0.0,,9.17988,23.7122,2023
2023-03-30 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,41.297,32.117,0,0,45390.965,39636.65,5.85,5.85,0.0,0.0,0.0,0.0,0.0,,15.926748,32.660202,2023
2023-03-31 05:00:00+00:00,Barnstable,41.7003,-70.3002,65.0,47.777,30.137,0,0,45559.62,31417.846,5.85,6.05,0.46850392,0.46850392,0.0,0.0,3.0,,12.782258,29.3047,2023
2023-04-01 05:00:00+00:00,Barnstable,41.7003,-70.3002,65.0,55.427,44.717,0,0,45727.793,513.23773,1.05,6.2,2.3267717,2.3267717,0.0,0.0,9.0,,22.940977,40.4897,2023
2023-04-02 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,51.017,33.917,0,0,45895.36,39600.0,6.3,6.3,0.0,0.0,0.0,0.0,0.0,,25.37689,49.437702,2023
2023-04-03 05:00:00+00:00,Barnstable,41.7003,-70.3002,0.0,48.586998,30.137,0,0,46062.21,40218.06,6.35,6.35,0.0,0.0,0.0,0.0,0.0,,16.801344,32.2128,2023
2023-04-04 05:00:00+00:00,Barnstable,41.7003,-70.3002,63.0,62.537,43.817,0,0,46228.24,27455.95,6.45,6.45,0.37007874,0.37007874,0.0,0.0,2.0,,11.938121,22.369999,2023
2023-04-05 05:00:00+00:00,Barnstable,41.7003,-70.3002,45.0,49.217,42.917,0,0,46393.32,0.0,2.15,6.45,0.0,0.0,0.0,0.0,0.0,,14.094874,27.5151,2023
2023-04-06 05:00:00+00:00,Barnstable,41.7003,-70.3002,51.0,58.307,42.287003,0,0,46557.35,5058.283,4.65,6.65,0.015748031,0.015748031,0.0,0.0,1.0,,8.594274,18.5671,2023
2023-04-07 05:00:00+00:00,Barnstable,41.7003,-70.3002,53.0,60.017,39.587,0,0,46720.203,18708.096,6.25,6.75,0.05511811,0.05511811,0.0,0.0,2.0,,14.786214,29.7521,2023
2023-04-08 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,45.167,33.287,0,0,46882.188,40806.58,6.6,6.65,0.0,0.0,0.0,0.0,0.0,,13.964685,29.7521,2023
2023-04-09 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,48.406998,33.287,0,0,47044.37,40901.105,6.45,6.45,0.0,0.0,0.0,0.0,0.0,,10.292631,22.1463,2023
2023-04-10 05:00:00+00:00,Barnstable,41.7003,-70.3002,0.0,60.287,33.557,0,0,47206.727,40995.59,6.55,6.55,0.0,0.0,0.0,0.0,0.0,,12.131472,20.3567,2023
2023-04-11 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,69.557,40.307,0,0,47369.152,34434.57,5.75,6.65,0.0,0.0,0.0,0.0,0.0,,16.151388,29.9758,2023
2023-04-12 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,68.207,52.007,0,0,47531.54,39716.355,6.4,6.75,0.0,0.0,0.0,0.0,0.0,,14.085998,28.409899,2023
2023-04-13 05:00:00+00:00,Barnstable,41.7003,-70.3002,0.0,81.347,48.136997,0,0,47693.777,41277.906,6.95,6.95,0.0,0.0,0.0,0.0,0.0,,14.847008,24.8307,2023
2023-04-14 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,85.937,54.167,0,0,47855.766,40803.984,6.95,6.95,0.0,0.0,0.0,0.0,0.0,,11.03637,15.4353,2023
2023-04-15 05:00:00+00:00,Barnstable,41.7003,-70.3002,45.0,69.647,51.197,0,0,48017.383,10800.0,6.45,6.95,0.0,0.0,0.0,0.0,0.0,,10.341136,16.7775,2023
2023-04-16 05:00:00+00:00,Barnstable,41.7003,-70.3002,65.0,56.237,46.877,0,0,48178.523,0.0,2.35,6.9,0.70866144,0.70866144,0.0,0.0,3.0,,10.304778,16.7775,2023
2023-04-17 05:00:00+00:00,Barnstable,41.7003,-70.3002,45.0,56.597,47.057,0,0,48339.07,3600.0,5.95,7.1,0.0,0.0,0.0,0.0,0.0,,11.443736,20.133,2023
2023-04-18 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,58.577,44.897,0,0,48498.906,32885.43,7.15,7.15,0.0,0.0,0.0,0.0,0.0,,20.335794,34.2261,2023
2023-04-19 05:00:00+00:00,Barnstable,41.7003,-70.3002,2.0,52.906998,39.947,0,0,48657.91,36752.2,6.95,7.0,0.0,0.0,0.0,0.0,0.0,,12.559116,25.501799,2023
2023-04-20 05:00:00+00:00,Barnstable,41.7003,-70.3002,2.0,53.177,37.877,0,0,48815.957,44220.56,7.1,7.1,0.0,0.0,0.0,0.0,0.0,,10.026651,25.949202,2023
2023-04-21 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,55.787,40.217,0,0,48972.934,39338.85,7.15,7.15,0.0,0.0,0.0,0.0,0.0,,11.291864,18.3434,2023
2023-04-22 05:00:00+00:00,Barnstable,41.7003,-70.3002,45.0,54.167,43.277,0,0,49128.7,0.0,7.25,7.35,0.0,0.0,0.0,0.0,0.0,,14.872266,32.2128,2023
2023-04-23 05:00:00+00:00,Barnstable,41.7003,-70.3002,63.0,52.547,47.686996,0,0,49283.13,278.74603,4.95,7.2,0.2874016,0.2874016,0.0,0.0,4.0,,16.711752,35.792,2023
2023-04-24 05:00:00+00:00,Barnstable,41.7003,-70.3002,45.0,57.406998,45.347,0,0,49436.09,24311.627,6.75,7.05,0.0,0.0,0.0,0.0,0.0,,10.399043,17.0012,2023
2023-04-25 05:00:00+00:00,Barnstable,41.7003,-70.3002,45.0,56.686996,43.637,0,0,49587.453,40045.305,6.85,7.1,0.0,0.0,0.0,0.0,0.0,,6.891267,9.619101,2023
2023-04-26 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,50.386997,40.127,0,0,49737.062,7878.0664,4.6,7.0,0.0,0.0,0.0,0.0,0.0,,8.512365,11.6324,2023
2023-04-27 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,52.636997,38.237,0,0,49884.793,23849.725,5.55,7.0,0.0,0.0,0.0,0.0,0.0,,12.624689,17.4486,2023
2023-04-28 05:00:00+00:00,Barnstable,41.7003,-70.3002,45.0,60.287,38.687,0,0,50030.902,35370.89,6.9,7.25,0.0,0.0,0.0,0.0,0.0,,8.7357645,14.764199,2023
2023-04-29 05:00:00+00:00,Barnstable,41.7003,-70.3002,53.0,55.427,43.097,0,0,50176.434,23013.455,5.8,7.3,0.027559055,0.027559055,0.0,0.0,1.0,,17.471529,39.3712,2023
2023-04-30 05:00:00+00:00,Barnstable,41.7003,-70.3002,65.0,57.857002,49.757,0,0,50321.336,0.0,2.4,7.3,1.547244,1.547244,0.0,0.0,10.0,,19.749048,42.2793,2023
2023-05-01 05:00:00+00:00,Barnstable,41.7003,-70.3002,51.0,59.116997,47.777,0,0,50465.492,36000.0,7.35,7.35,0.015748031,0.015748031,0.0,0.0,1.0,,22.253372,46.3059,2023
2023-05-02 05:00:00+00:00,Barnstable,41.7003,-70.3002,51.0,59.116997,45.347,0,0,50608.79,28485.97,5.25,7.25,0.015748031,0.015748031,0.0,0.0,1.0,,16.626192,32.4365,2023
2023-05-03 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,57.857002,42.107002,0,0,50751.098,44765.117,6.35,7.3,0.0,0.0,0.0,0.0,0.0,,12.782258,16.7775,2023
2023-05-04 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,46.787,42.737,0,0,50892.3,3600.0,2.8,7.3,0.0,0.0,0.0,0.0,0.0,,15.047878,25.0544,2023
2023-05-05 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,51.197,43.907,0,0,51032.27,21600.0,5.0,7.2,0.0,0.0,0.0,0.0,0.0,,12.154139,21.9226,2023
2023-05-06 05:00:00+00:00,Barnstable,41.7003,-70.3002,1.0,71.087,44.807,0,0,51170.88,46772.043,7.3,7.3,0.0,0.0,0.0,0.0,0.0,,11.364753,18.790798,2023
2023-05-07 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,74.507,49.936996,0,0,51307.996,46800.0,7.3,7.3,0.0,0.0,0.0,0.0,0.0,,14.428216,26.1729,2023
2023-05-08 05:00:00+00:00,Barnstable,41.7003,-70.3002,63.0,71.717,52.186996,0,0,51443.477,46800.0,7.45,7.45,0.15748031,0.15748031,0.0,0.0,1.0,,12.285184,27.5151,2023
2023-05-09 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,59.207,43.367,0,0,51577.2,46800.0,6.6,7.45,0.0,0.0,0.0,0.0,0.0,,11.004585,14.9879,2023
2023-05-10 05:00:00+00:00,Barnstable,41.7003,-70.3002,0.0,69.107,39.317,0,0,51709.01,46800.0,7.45,7.45,0.0,0.0,0.0,0.0,0.0,,15.582114,28.409899,2023
2023-05-11 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,75.767,50.027,0,0,51838.77,43200.0,7.45,7.5,0.0,0.0,0.0,0.0,0.0,,13.557402,32.4365,2023
2023-05-12 05:00:00+00:00,Barnstable,41.7003,-70.3002,3.0,81.077,53.537,0,0,51966.336,43200.0,7.55,7.5,0.0,0.0,0.0,0.0,0.0,,17.049696,27.291399,2023
